SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,280 Spear St Unit 1F,San Francisco,CA,94105,1095000,2,1.0,San Francisco,823,47916,,14,1330,1118,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-1F/home/174716077,San Francisco MLS,421579568,N,Y,37.7903739,-122.3913812
MLS Listing,,Single Family Residential,150 32nd Ave,San Francisco,CA,94121,3995000,6,4.5,San Francisco,4671,3188,1914,14,855,,Active,August-14-2021 12:00 PM,August-14-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/150-32nd-Ave-94121/home/970898,San Francisco MLS,421578391,N,Y,37.7858943,-122.4928121
MLS Listing,,Condo/Co-op,3191 California St,San Francisco,CA,94115,1188000,2,2.0,Lower Pac Hts,1048,3256,1905,14,1134,447,Active,,,http://www.redfin.com/CA/San-Francisco/3191-California-St-94115/home/1060416,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40960899,N,Y,37.7870419,-122.4464502
MLS Listing,,Condo/Co-op,1450 Franklin St #605,San Francisco,CA,94109,1599000,2,2.0,San Francisco,1326,12318,2017,14,1206,1027,Active,August-12-2021 05:30 PM,August-12-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/1450-Franklin-St-94109/unit-605/home/125805601,San Francisco MLS,421574525,N,Y,37.7881104,-122.4232776
MLS Listing,,Multi-Family (2-4 Unit),254 Roosevelt Way,San Francisco,CA,94114,1995000,5,4.0,San Francisco,2500,2750,1904,14,798,,Active,,,http://www.redfin.com/CA/San-Francisco/254-Roosevelt-Way-94114/home/1629257,San Francisco MLS,421579345,N,Y,37.766044,-122.440677
MLS Listing,,Condo/Co-op,163 Octavia Blvd,San Francisco,CA,94102,995000,1,1.0,San Francisco,1037,5211,1900,14,959,400,Active,,,http://www.redfin.com/CA/San-Francisco/163-Octavia-St-94102/home/114075434,San Francisco MLS,421579202,N,Y,37.7737576,-122.4242509
MLS Listing,,Single Family Residential,1936 23rd Ave,San Francisco,CA,94116,1695000,4,2.0,San Francisco,2285,2996,1940,14,742,,Active,August-14-2021 01:00 PM,August-14-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1936-23rd-Ave-94116/home/1889284,San Francisco MLS,421577875,N,Y,37.7514389,-122.4803135
MLS Listing,,Condo/Co-op,2250 24th St #336,San Francisco,CA,94107,630000,1,1.0,San Francisco,602,80224,1989,14,1047,539,Active,,,http://www.redfin.com/CA/San-Francisco/2250-24th-St-94107/unit-336/home/2027769,BAREIS,421578499,N,Y,37.7533831,-122.4021236
MLS Listing,,Single Family Residential,609 Garfield,San Francisco,CA,94132,1088000,2,1.5,Merced Heights,900,1500,1949,14,1209,,Active,,,http://www.redfin.com/CA/San-Francisco/609-Garfield-St-94132/home/1632239,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40960886,N,Y,37.7195326,-122.4683184
MLS Listing,,Single Family Residential,738 Geneva Ave,San Francisco,CA,94112,1249000,3,2.0,San Francisco,1582,2378,1960,14,790,,Active,,,http://www.redfin.com/CA/San-Francisco/738-Geneva-Ave-94112/home/823152,San Francisco MLS,421579415,N,Y,37.7182103,-122.4431188
MLS Listing,,Condo/Co-op,3676 16th St,San Francisco,CA,94114,1295000,3,3.0,San Francisco,1538,2874,,14,842,300,Active,August-14-2021 01:00 PM,August-14-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/3676-16th-St-94114/home/175892472,San Francisco MLS,421579265,N,Y,37.7643562,-122.4347768
MLS Listing,,Condo/Co-op,1501 Filbert St Unit 4A,San Francisco,CA,94123,1695000,2,2.0,San Francisco,1220,10900,2014,15,1389,741,Active,,,http://www.redfin.com/CA/San-Francisco/1501-Filbert-St-94123/unit-4A/home/110051425,San Francisco MLS,421578500,N,Y,37.7991911,-122.4245164
MLS Listing,,Condo/Co-op,338 Main St Unit 24B,San Francisco,CA,94105,2250000,2,2.0,South Beach,1178,75406,2016,15,1910,1213,Active,,,http://www.redfin.com/CA/San-Francisco/338-Main-St-94105/unit-24B/home/110052634,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40960860,N,Y,37.7886733,-122.3914178
MLS Listing,,Condo/Co-op,946 Stockton St Unit 12D,San Francisco,CA,94108,949000,3,2.0,San Francisco,,10067,,15,,1223,Active,,,http://www.redfin.com/CA/San-Francisco/946-Stockton-St-94108/unit-12D/home/1601312,San Francisco MLS,421579461,N,Y,37.7947159,-122.4078309
MLS Listing,,Condo/Co-op,1811 Jackson St,San Francisco,CA,94109,1650000,3,2.5,San Francisco,1743,2312,1954,15,947,325,Active,,,http://www.redfin.com/CA/San-Francisco/1811-Jackson-St-94109/home/1347176,San Francisco MLS,421558894,N,Y,37.793459,-122.425186
MLS Listing,,Condo/Co-op,257 Central Ave,San Francisco,CA,94117,1150000,2,1.0,San Francisco,1149,3088,1908,15,1001,343,Active,,,http://www.redfin.com/CA/San-Francisco/257-Central-Ave-94117/home/599436,San Francisco MLS,421579288,N,Y,37.7720961,-122.4441792
MLS Listing,,Condo/Co-op,2177 3rd St #604,San Francisco,CA,94107,935000,1,1.0,San Francisco,686,,2020,15,1363,802,Active,,,http://www.redfin.com/CA/San-Francisco/2177-3rd-St-94107/unit-604/home/175891670,San Francisco MLS,421579381,N,Y,37.7622991,-122.3884155
MLS Listing,,Condo/Co-op,2177 3rd St #613,San Francisco,CA,94107,725000,0,1.0,San Francisco,502,,2020,15,1444,742,Active,,,http://www.redfin.com/CA/San-Francisco/2177-3rd-St-94107/unit-613/home/175891629,San Francisco MLS,421579388,N,Y,37.7622991,-122.3884155
MLS Listing,,Single Family Residential,2170 Green St,San Francisco,CA,94123,11000000,9,8.5,San Francisco,7720,7562,1900,15,1425,,Active,,,http://www.redfin.com/CA/San-Francisco/2170-Green-St-94123/home/852113,San Francisco MLS,421578572,N,Y,37.796503,-122.434848
MLS Listing,,Single Family Residential,214 Bonview St,San Francisco,CA,94110,1575000,2,2.0,San Francisco,1425,2191,1900,15,1105,,Active,,,http://www.redfin.com/CA/San-Francisco/214-Bonview-St-94110/home/1510981,San Francisco MLS,421578406,N,Y,37.7405297,-122.4187426
MLS Listing,,Condo/Co-op,870 Harrison St #405,San Francisco,CA,94107,369563,2,1.0,San Francisco,889,5843,,15,416,705,Active,,,http://www.redfin.com/CA/San-Francisco/870-Harrison-St-94107/unit-405/home/109686975,San Francisco MLS,421579304,N,Y,37.7797695,-122.401375
MLS Listing,,Condo/Co-op,66 Cleary Ct #1003,San Francisco,CA,94109,1175000,3,2.0,San Francisco,1102,65376,1963,15,1066,998,Active,,,http://www.redfin.com/CA/San-Francisco/66-Cleary-Ct-94109/unit-1003/home/1846440,San Francisco MLS,421558295,N,Y,37.7841279,-122.4273921
MLS Listing,,Condo/Co-op,708 Long Bridge St #110,San Francisco,CA,94158,1398000,1,2.0,San Francisco,1090,84866,2016,15,1283,1137,Active,,,http://www.redfin.com/CA/San-Francisco/708-Long-Bridge-St-94158/unit-110/home/109278479,San Francisco MLS,421568698,N,Y,37.7720304,-122.3935768
MLS Listing,,Condo/Co-op,300 3rd St #1014,SAN FRANCISCO,CA,94107,1298000,2,2.0,SAN FRANCISCO,1161,,1990,15,1118,895,Active,August-15-2021 02:00 PM,August-15-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-1014/home/1103114,MLSListings,ML81855685,N,Y,37.7835658,-122.3989483
MLS Listing,,Condo/Co-op,301 Crescent Ct #3117,San Francisco,CA,94134,598888,1,1.0,San Francisco,807,114415,2007,15,742,507,Active,,,http://www.redfin.com/CA/San-Francisco/301-Crescent-Ct-94134/unit-3117/home/22892122,San Francisco MLS,421576806,N,Y,37.711115,-122.388595
MLS Listing,,Single Family Residential,2275 28th Ave,San Francisco,CA,94116,1198000,3,2.0,San Francisco,1370,3000,1930,15,874,,Active,August-12-2021 04:00 PM,August-12-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/2275-28th-Ave-94116/home/1517014,San Francisco MLS,421571267,N,Y,37.744974,-122.4857413
MLS Listing,,Condo/Co-op,3747 Divisadero St,San Francisco,CA,94123,2950000,3,3.0,San Francisco,,2504,1993,16,,,Active,August-15-2021 11:00 AM,August-15-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/3747-Divisadero-St-94123/home/854281,San Francisco MLS,421576783,N,Y,37.8043017,-122.4440425
MLS Listing,,Single Family Residential,810 Douglass St,San Francisco,CA,94114,2199000,2,2.0,San Francisco,1125,3123,1900,16,1955,,Active,August-14-2021 02:00 PM,August-14-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/810-Douglass-St-94114/home/1336759,San Francisco MLS,421579067,N,Y,37.750519,-122.438748
MLS Listing,,Condo/Co-op,960 Market St #303,San Francisco,CA,94102,880000,1,1.0,San Francisco,640,,,16,1375,745,Active,,,http://www.redfin.com/CA/San-Francisco/960-Market-St-94102/unit-303/home/175867671,San Francisco MLS,421579028,N,Y,37.7831239,-122.4095552
MLS Listing,,Single Family Residential,129 30th St,San Francisco,CA,94110,1799000,3,2.0,San Francisco,1840,2200,1900,16,978,,Active,,,http://www.redfin.com/CA/San-Francisco/129-30th-St-94110/home/806264,San Francisco MLS,421578872,N,Y,37.74205,-122.423855
MLS Listing,,Condo/Co-op,5900 3rd St #2415,San Francisco,CA,94124,695000,1,1.0,San Francisco,823,,2010,16,844,450,Active,,,http://www.redfin.com/CA/San-Francisco/5900-3rd-St-94124/unit-2415/home/40629166,San Francisco MLS,421578530,N,Y,37.724666,-122.395268
MLS Listing,,Townhouse,20 Scott Aly,San Francisco,CA,94107,965000,2,1.0,San Francisco,1092,14872,1997,17,884,226,Active,,,http://www.redfin.com/CA/San-Francisco/20-Scott-Aly-94107/home/2034350,BAREIS,421578651,N,Y,37.7796913,-122.402467
MLS Listing,,Vacant Land,337 Mullen Ave,San Francisco,CA,94110,325000,0,,San Francisco,,2099,,17,,,Active,,,http://www.redfin.com/CA/San-Francisco/337-Mullen-Ave-94110/unit-V/home/110063664,San Francisco MLS,421578658,N,Y,37.746355,-122.405753
MLS Listing,,Condo/Co-op,488 Folsom St #4401,San Francisco,CA,94105,4100000,3,3.0,San Francisco,1934,,2019,17,2120,1847,Active,,,http://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-4401/home/169571699,San Francisco MLS,421578656,N,Y,37.7878074,-122.3943328
MLS Listing,,Condo/Co-op,1256 York St,San Francisco,CA,94110,1395000,3,1.5,San Francisco,1420,2577,1925,17,982,,Active,,,http://www.redfin.com/CA/San-Francisco/1256-York-St-94110/home/110052081,San Francisco MLS,421563899,N,Y,37.7519321,-122.4083003
MLS Listing,,Multi-Family (2-4 Unit),847 Castro St,San Francisco,CA,94114,2275000,3,4.0,San Francisco,2224,1950,1910,17,1023,,Active,,,http://www.redfin.com/CA/San-Francisco/847-Castro-St-94114/home/1621707,San Francisco MLS,421576060,N,Y,37.7554384,-122.4341914
MLS Listing,,Condo/Co-op,3131 Pierce St Unit TH101,San Francisco,CA,94123,2495000,2,2.5,San Francisco,1731,,,17,1441,888,Active,,,http://www.redfin.com/CA/San-Francisco/3131-Pierce-St-94123/unit-TH101/home/175852532,San Francisco MLS,421578560,N,Y,37.7989774,-122.4394952
MLS Listing,,Condo/Co-op,88 Townsend St #319,SAN FRANCISCO,CA,94107,1380000,2,2.0,SAN FRANCISCO,1150,,2004,17,1200,725,Active,,,http://www.redfin.com/CA/San-Francisco/88-Townsend-St-94102/unit-319/home/12401575,MLSListings,ML81855394,N,Y,37.7811985,-122.3906654
MLS Listing,,Multi-Family (5+ Unit),540 Cole St,San Francisco,CA,94117,4200000,0,,San Francisco,6150,4373,1911,17,683,,Active,,,http://www.redfin.com/CA/San-Francisco/540-Cole-St-94117/home/2030812,San Francisco MLS,421574306,N,Y,37.7700002,-122.4500191
MLS Listing,,Condo/Co-op,1310 Fulton St #309,San Francisco,CA,94117,999000,2,2.0,San Francisco,948,,1989,17,1054,654,Active,,,http://www.redfin.com/CA/San-Francisco/1310-Fulton-St-94117/unit-309/home/593908,San Francisco MLS,421578451,N,Y,37.7770163,-122.4384478
MLS Listing,,Single Family Residential,266 Edinburgh St,San Francisco,CA,94112,848000,2,1.0,San Francisco,1073,2495,1922,17,790,,Active,,,http://www.redfin.com/CA/San-Francisco/266-Edinburgh-St-94112/home/773249,San Francisco MLS,421572458,N,Y,37.7249547,-122.4294829
MLS Listing,,Condo/Co-op,458 11th Ave #458,San Francisco,CA,94118,2150000,7,,San Francisco,4512,3000,2005,17,477,,Active,,,http://www.redfin.com/CA/San-Francisco/458-11th-Ave-94118/unit-458/home/175847907,San Francisco MLS,421578455,N,Y,37.779627,-122.469222
MLS Listing,,Condo/Co-op,458 11th Ave #456,San Francisco,CA,94118,1150000,7,,San Francisco,4512,3000,2005,17,255,,Active,,,http://www.redfin.com/CA/San-Francisco/458-11th-Ave-94118/unit-456/home/175847906,San Francisco MLS,421578442,N,Y,37.779627,-122.469222
MLS Listing,,Condo/Co-op,890 - 898 Green St #890,San Francisco,CA,94133,998000,2,1.5,San Francisco,850,2395,1908,17,1174,397,Active,August-15-2021 11:00 AM,August-15-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/890-Green-St-94133/unit-890/home/175847905,San Francisco MLS,421578315,N,Y,37.7990676,-122.4137426
MLS Listing,,Single Family Residential,424 Avalon Ave,San Francisco,CA,94112,799950,2,1.0,San Francisco,875,1873,1922,18,,,Active,,,http://www.redfin.com/CA/San-Francisco/424-Avalon-Ave-94112/home/1598706,MetroList,421578390,N,Y,37.7259176,-122.428954
MLS Listing,,Condo/Co-op,791 18th Ave,SAN FRANCISCO,CA,94121,1099000,2,1.0,SAN FRANCISCO,1150,,1920,18,956,290,Active,,,http://www.redfin.com/CA/San-Francisco/791-18th-Ave-94121/home/1338730,MLSListings,ML81855326,N,Y,37.7731571,-122.4768862
MLS Listing,,Condo/Co-op,900 Bush St #906,San Francisco,CA,94109,899000,1,1.0,San Francisco,831,37816,1982,18,1082,1125,Active,August-15-2021 02:00 PM,August-15-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-906/home/554343,San Francisco MLS,421574755,N,Y,37.7899069,-122.4123875
MLS Listing,,Condo/Co-op,950 Lake St,San Francisco,CA,94118,1995000,3,2.0,San Francisco,1817,2689,1908,18,1098,372,Active,,,http://www.redfin.com/CA/San-Francisco/950-Lake-St-94118/home/1154785,San Francisco MLS,421576945,N,Y,37.7866132,-122.4698773
MLS Listing,,Single Family Residential,556 Funston Ave,San Francisco,CA,94118,3850000,6,4.5,San Francisco,4708,3600,1913,19,818,,Active,August-15-2021 02:00 PM,August-15-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/556-Funston-Ave-94118/home/991525,San Francisco MLS,421574821,N,Y,37.7777993,-122.4713367
MLS Listing,,Condo/Co-op,855 Folsom St #124,SAN FRANCISCO,CA,94107,799888,1,1.5,SAN FRANCISCO,904,,2001,19,885,717,Active,,,http://www.redfin.com/CA/San-Francisco/855-Folsom-St-94107/unit-124/home/12397836,MLSListings,ML81855289,N,Y,37.7808956,-122.4019503
MLS Listing,,Single Family Residential,1690 York St,San Francisco,CA,94110,970000,2,1.0,San Francisco,1050,1716,1936,19,924,,Active,,,http://www.redfin.com/CA/San-Francisco/1690-York-St-94110/home/1856224,San Francisco MLS,421578319,N,Y,37.7464816,-122.4055569
MLS Listing,,Single Family Residential,55 Garnett Ter,San Francisco,CA,94124-2571,949000,3,2.0,Bayview,1600,1716,1996,19,593,168,Active,,,http://www.redfin.com/CA/San-Francisco/55-Garnett-Ter-94124/home/1575807,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40960376,N,Y,37.7325991,-122.3819575
MLS Listing,,Condo/Co-op,400 Bristol Ct #302,San Francisco,CA,94130,832000,0,1.0,San Francisco,728,,,19,1143,1289,Active,,,http://www.redfin.com/CA/San-Francisco/1-Yerba-Buena-Rd-94130/unit-302/home/175843760,San Francisco MLS,421578277,N,Y,37.8108709,-122.3668348
MLS Listing,,Single Family Residential,64 Marietta Dr,San Francisco,CA,94127,1675000,3,1.5,San Francisco,1820,2927,1932,19,920,,Active,,,http://www.redfin.com/CA/San-Francisco/64-Marietta-Dr-94127/home/1003227,San Francisco MLS,421569670,N,Y,37.7417712,-122.4493037
MLS Listing,,Condo/Co-op,159 Shipley St,SAN FRANCISCO,CA,94107,899900,2,1.0,SAN FRANCISCO,801,,1992,20,1123,599,Active,,,http://www.redfin.com/CA/San-Francisco/159-Shipley-94107/home/1985780,MLSListings,ML81855215,N,Y,37.780389,-122.401735
